"","Date","Value","Index"
"1",1900-01-01,0.04,"PDO"
"120",1900-02-01,1.32,"PDO"
"239",1900-03-01,0.49,"PDO"
"358",1900-04-01,0.35,"PDO"
"477",1900-05-01,0.77,"PDO"
"596",1900-06-01,0.65,"PDO"
"715",1900-07-01,0.95,"PDO"
"834",1900-08-01,0.14,"PDO"
"953",1900-09-01,-0.24,"PDO"
"1072",1900-10-01,0.23,"PDO"
"1191",1900-11-01,-0.44,"PDO"
"1310",1900-12-01,1.19,"PDO"
"2",1901-01-01,0.79,"PDO"
"121",1901-02-01,-0.12,"PDO"
"240",1901-03-01,0.35,"PDO"
"359",1901-04-01,0.61,"PDO"
"478",1901-05-01,-0.42,"PDO"
"597",1901-06-01,-0.05,"PDO"
"716",1901-07-01,-0.6,"PDO"
"835",1901-08-01,-1.2,"PDO"
"954",1901-09-01,-0.33,"PDO"
"1073",1901-10-01,0.16,"PDO"
"1192",1901-11-01,-0.6,"PDO"
"1311",1901-12-01,-0.14,"PDO"
"3",1902-01-01,0.82,"PDO"
"122",1902-02-01,1.58,"PDO"
"241",1902-03-01,0.48,"PDO"
"360",1902-04-01,1.37,"PDO"
"479",1902-05-01,1.09,"PDO"
"598",1902-06-01,0.52,"PDO"
"717",1902-07-01,1.58,"PDO"
"836",1902-08-01,1.57,"PDO"
"955",1902-09-01,0.44,"PDO"
"1074",1902-10-01,0.7,"PDO"
"1193",1902-11-01,0.16,"PDO"
"1312",1902-12-01,-1.1,"PDO"
"4",1903-01-01,0.86,"PDO"
"123",1903-02-01,-0.24,"PDO"
"242",1903-03-01,-0.22,"PDO"
"361",1903-04-01,-0.5,"PDO"
"480",1903-05-01,0.43,"PDO"
"599",1903-06-01,0.23,"PDO"
"718",1903-07-01,0.4,"PDO"
"837",1903-08-01,1.01,"PDO"
"956",1903-09-01,-0.24,"PDO"
"1075",1903-10-01,0.18,"PDO"
"1194",1903-11-01,0.08,"PDO"
"1313",1903-12-01,-0.03,"PDO"
"5",1904-01-01,0.63,"PDO"
"124",1904-02-01,-0.91,"PDO"
"243",1904-03-01,-0.71,"PDO"
"362",1904-04-01,-0.07,"PDO"
"481",1904-05-01,-0.22,"PDO"
"600",1904-06-01,-1.53,"PDO"
"719",1904-07-01,-1.58,"PDO"
"838",1904-08-01,-0.64,"PDO"
"957",1904-09-01,0.06,"PDO"
"1076",1904-10-01,0.43,"PDO"
"1195",1904-11-01,1.45,"PDO"
"1314",1904-12-01,0.06,"PDO"
"6",1905-01-01,0.73,"PDO"
"125",1905-02-01,0.91,"PDO"
"244",1905-03-01,1.31,"PDO"
"363",1905-04-01,1.59,"PDO"
"482",1905-05-01,-0.07,"PDO"
"601",1905-06-01,0.69,"PDO"
"720",1905-07-01,0.85,"PDO"
"839",1905-08-01,1.26,"PDO"
"958",1905-09-01,-0.03,"PDO"
"1077",1905-10-01,-0.15,"PDO"
"1196",1905-11-01,1.11,"PDO"
"1315",1905-12-01,-0.5,"PDO"
"7",1906-01-01,0.92,"PDO"
"126",1906-02-01,1.18,"PDO"
"245",1906-03-01,0.83,"PDO"
"364",1906-04-01,0.74,"PDO"
"483",1906-05-01,0.44,"PDO"
"602",1906-06-01,1.24,"PDO"
"721",1906-07-01,0.09,"PDO"
"840",1906-08-01,-0.53,"PDO"
"959",1906-09-01,-0.31,"PDO"
"1078",1906-10-01,0.08,"PDO"
"1197",1906-11-01,1.69,"PDO"
"1316",1906-12-01,-0.54,"PDO"
"8",1907-01-01,-0.3,"PDO"
"127",1907-02-01,-0.32,"PDO"
"246",1907-03-01,-0.19,"PDO"
"365",1907-04-01,-0.16,"PDO"
"484",1907-05-01,0.16,"PDO"
"603",1907-06-01,0.57,"PDO"
"722",1907-07-01,0.63,"PDO"
"841",1907-08-01,-0.96,"PDO"
"960",1907-09-01,-0.23,"PDO"
"1079",1907-10-01,0.84,"PDO"
"1198",1907-11-01,0.66,"PDO"
"1317",1907-12-01,0.72,"PDO"
"9",1908-01-01,1.36,"PDO"
"128",1908-02-01,1.02,"PDO"
"247",1908-03-01,0.67,"PDO"
"366",1908-04-01,0.23,"PDO"
"485",1908-05-01,0.23,"PDO"
"604",1908-06-01,0.41,"PDO"
"723",1908-07-01,0.6,"PDO"
"842",1908-08-01,-1.04,"PDO"
"961",1908-09-01,-0.16,"PDO"
"1080",1908-10-01,-0.41,"PDO"
"1199",1908-11-01,0.47,"PDO"
"1318",1908-12-01,1.16,"PDO"
"10",1909-01-01,0.23,"PDO"
"129",1909-02-01,1.01,"PDO"
"248",1909-03-01,0.54,"PDO"
"367",1909-04-01,0.24,"PDO"
"486",1909-05-01,-0.39,"PDO"
"605",1909-06-01,-0.64,"PDO"
"724",1909-07-01,-0.39,"PDO"
"843",1909-08-01,-0.68,"PDO"
"962",1909-09-01,-0.89,"PDO"
"1081",1909-10-01,-0.02,"PDO"
"1200",1909-11-01,-0.4,"PDO"
"1319",1909-12-01,-0.01,"PDO"
"11",1910-01-01,-0.25,"PDO"
"130",1910-02-01,-0.7,"PDO"
"249",1910-03-01,0.18,"PDO"
"368",1910-04-01,-0.37,"PDO"
"487",1910-05-01,-0.06,"PDO"
"606",1910-06-01,-0.28,"PDO"
"725",1910-07-01,0.03,"PDO"
"844",1910-08-01,-0.06,"PDO"
"963",1910-09-01,0.4,"PDO"
"1082",1910-10-01,-0.66,"PDO"
"1201",1910-11-01,0.02,"PDO"
"1320",1910-12-01,0.84,"PDO"
"12",1911-01-01,-1.11,"PDO"
"131",1911-02-01,0,"PDO"
"250",1911-03-01,-0.78,"PDO"
"369",1911-04-01,-0.73,"PDO"
"488",1911-05-01,0.17,"PDO"
"607",1911-06-01,0.02,"PDO"
"726",1911-07-01,0.48,"PDO"
"845",1911-08-01,0.43,"PDO"
"964",1911-09-01,0.29,"PDO"
"1083",1911-10-01,0.2,"PDO"
"1202",1911-11-01,-0.86,"PDO"
"1321",1911-12-01,0.01,"PDO"
"13",1912-01-01,-1.72,"PDO"
"132",1912-02-01,-0.23,"PDO"
"251",1912-03-01,-0.04,"PDO"
"370",1912-04-01,-0.38,"PDO"
"489",1912-05-01,-0.02,"PDO"
"608",1912-06-01,0.77,"PDO"
"727",1912-07-01,1.07,"PDO"
"846",1912-08-01,-0.84,"PDO"
"965",1912-09-01,0.94,"PDO"
"1084",1912-10-01,0.56,"PDO"
"1203",1912-11-01,0.74,"PDO"
"1322",1912-12-01,0.98,"PDO"
"14",1913-01-01,-0.03,"PDO"
"133",1913-02-01,0.34,"PDO"
"252",1913-03-01,0.06,"PDO"
"371",1913-04-01,-0.92,"PDO"
"490",1913-05-01,0.66,"PDO"
"609",1913-06-01,1.43,"PDO"
"728",1913-07-01,1.06,"PDO"
"847",1913-08-01,1.29,"PDO"
"966",1913-09-01,0.73,"PDO"
"1085",1913-10-01,0.62,"PDO"
"1204",1913-11-01,0.75,"PDO"
"1323",1913-12-01,0.9,"PDO"
"15",1914-01-01,0.34,"PDO"
"134",1914-02-01,-0.29,"PDO"
"253",1914-03-01,0.08,"PDO"
"372",1914-04-01,1.2,"PDO"
"491",1914-05-01,0.11,"PDO"
"610",1914-06-01,0.11,"PDO"
"729",1914-07-01,-0.21,"PDO"
"848",1914-08-01,0.11,"PDO"
"967",1914-09-01,-0.34,"PDO"
"1086",1914-10-01,-0.11,"PDO"
"1205",1914-11-01,0.03,"PDO"
"1324",1914-12-01,0.89,"PDO"
"16",1915-01-01,-0.41,"PDO"
"135",1915-02-01,0.14,"PDO"
"254",1915-03-01,-1.22,"PDO"
"373",1915-04-01,1.4,"PDO"
"492",1915-05-01,0.32,"PDO"
"611",1915-06-01,0.99,"PDO"
"730",1915-07-01,1.07,"PDO"
"849",1915-08-01,0.27,"PDO"
"968",1915-09-01,-0.05,"PDO"
"1087",1915-10-01,-0.43,"PDO"
"1206",1915-11-01,-0.12,"PDO"
"1325",1915-12-01,0.17,"PDO"
"17",1916-01-01,-0.64,"PDO"
"136",1916-02-01,-0.19,"PDO"
"255",1916-03-01,-0.11,"PDO"
"374",1916-04-01,0.35,"PDO"
"493",1916-05-01,0.42,"PDO"
"612",1916-06-01,-0.82,"PDO"
"731",1916-07-01,-0.78,"PDO"
"850",1916-08-01,-0.73,"PDO"
"969",1916-09-01,-0.77,"PDO"
"1088",1916-10-01,-0.22,"PDO"
"1207",1916-11-01,-0.68,"PDO"
"1326",1916-12-01,-1.94,"PDO"
"18",1917-01-01,-0.79,"PDO"
"137",1917-02-01,-0.84,"PDO"
"256",1917-03-01,-0.71,"PDO"
"375",1917-04-01,-0.34,"PDO"
"494",1917-05-01,0.82,"PDO"
"613",1917-06-01,-0.03,"PDO"
"732",1917-07-01,0.1,"PDO"
"851",1917-08-01,-0.22,"PDO"
"970",1917-09-01,-0.4,"PDO"
"1089",1917-10-01,-1.75,"PDO"
"1208",1917-11-01,-0.34,"PDO"
"1327",1917-12-01,-0.6,"PDO"
"19",1918-01-01,-1.13,"PDO"
"138",1918-02-01,-0.66,"PDO"
"257",1918-03-01,-1.15,"PDO"
"376",1918-04-01,-0.32,"PDO"
"495",1918-05-01,-0.33,"PDO"
"614",1918-06-01,0.07,"PDO"
"733",1918-07-01,0.98,"PDO"
"852",1918-08-01,-0.31,"PDO"
"971",1918-09-01,-0.59,"PDO"
"1090",1918-10-01,0.61,"PDO"
"1209",1918-11-01,0.34,"PDO"
"1328",1918-12-01,0.86,"PDO"
"20",1919-01-01,-1.07,"PDO"
"139",1919-02-01,1.31,"PDO"
"258",1919-03-01,-0.5,"PDO"
"377",1919-04-01,0.08,"PDO"
"496",1919-05-01,0.17,"PDO"
"615",1919-06-01,-0.71,"PDO"
"734",1919-07-01,-0.47,"PDO"
"853",1919-08-01,0.38,"PDO"
"972",1919-09-01,0.06,"PDO"
"1091",1919-10-01,-0.42,"PDO"
"1210",1919-11-01,-0.8,"PDO"
"1329",1919-12-01,0.76,"PDO"
"21",1920-01-01,-1.18,"PDO"
"140",1920-02-01,0.06,"PDO"
"259",1920-03-01,-0.78,"PDO"
"378",1920-04-01,-1.29,"PDO"
"497",1920-05-01,-0.97,"PDO"
"616",1920-06-01,-1.3,"PDO"
"735",1920-07-01,-0.9,"PDO"
"854",1920-08-01,-2.21,"PDO"
"973",1920-09-01,-1.28,"PDO"
"1092",1920-10-01,-1.06,"PDO"
"1211",1920-11-01,-0.26,"PDO"
"1330",1920-12-01,0.29,"PDO"
"22",1921-01-01,-0.66,"PDO"
"141",1921-02-01,-0.61,"PDO"
"260",1921-03-01,-0.01,"PDO"
"379",1921-04-01,-0.93,"PDO"
"498",1921-05-01,-0.42,"PDO"
"617",1921-06-01,0.4,"PDO"
"736",1921-07-01,-0.58,"PDO"
"855",1921-08-01,-0.69,"PDO"
"974",1921-09-01,-0.78,"PDO"
"1093",1921-10-01,-0.23,"PDO"
"1212",1921-11-01,1.92,"PDO"
"1331",1921-12-01,1.42,"PDO"
"23",1922-01-01,1.05,"PDO"
"142",1922-02-01,-0.85,"PDO"
"261",1922-03-01,0.08,"PDO"
"380",1922-04-01,0.43,"PDO"
"499",1922-05-01,-0.19,"PDO"
"618",1922-06-01,-1.04,"PDO"
"737",1922-07-01,-0.82,"PDO"
"856",1922-08-01,-0.93,"PDO"
"975",1922-09-01,-0.81,"PDO"
"1094",1922-10-01,0.84,"PDO"
"1213",1922-11-01,-0.6,"PDO"
"1332",1922-12-01,0.48,"PDO"
"24",1923-01-01,0.75,"PDO"
"143",1923-02-01,-0.04,"PDO"
"262",1923-03-01,0.49,"PDO"
"381",1923-04-01,0.99,"PDO"
"500",1923-05-01,-0.2,"PDO"
"619",1923-06-01,0.68,"PDO"
"738",1923-07-01,1.16,"PDO"
"857",1923-08-01,0.84,"PDO"
"976",1923-09-01,-0.24,"PDO"
"1095",1923-10-01,1.1,"PDO"
"1214",1923-11-01,0.62,"PDO"
"1333",1923-12-01,-0.36,"PDO"
"25",1924-01-01,1.29,"PDO"
"144",1924-02-01,0.73,"PDO"
"263",1924-03-01,1.13,"PDO"
"382",1924-04-01,-0.02,"PDO"
"501",1924-05-01,0.36,"PDO"
"620",1924-06-01,0.75,"PDO"
"739",1924-07-01,-0.55,"PDO"
"858",1924-08-01,-0.67,"PDO"
"977",1924-09-01,-0.48,"PDO"
"1096",1924-10-01,-1.25,"PDO"
"1215",1924-11-01,0.24,"PDO"
"1334",1924-12-01,0.11,"PDO"
"26",1925-01-01,-0.05,"PDO"
"145",1925-02-01,-0.14,"PDO"
"264",1925-03-01,0.2,"PDO"
"383",1925-04-01,0.86,"PDO"
"502",1925-05-01,0.79,"PDO"
"621",1925-06-01,-1.08,"PDO"
"740",1925-07-01,-0.06,"PDO"
"859",1925-08-01,-0.86,"PDO"
"978",1925-09-01,0.52,"PDO"
"1097",1925-10-01,0.04,"PDO"
"1216",1925-11-01,0.88,"PDO"
"1335",1925-12-01,1.19,"PDO"
"27",1926-01-01,0.3,"PDO"
"146",1926-02-01,0.98,"PDO"
"265",1926-03-01,-0.5,"PDO"
"384",1926-04-01,2.1,"PDO"
"503",1926-05-01,1.43,"PDO"
"622",1926-06-01,2.03,"PDO"
"741",1926-07-01,1.05,"PDO"
"860",1926-08-01,1.64,"PDO"
"979",1926-09-01,1.18,"PDO"
"1098",1926-10-01,1.65,"PDO"
"1217",1926-11-01,1,"PDO"
"1336",1926-12-01,1.06,"PDO"
"28",1927-01-01,1.07,"PDO"
"147",1927-02-01,1.73,"PDO"
"266",1927-03-01,0.15,"PDO"
"385",1927-04-01,-0.18,"PDO"
"504",1927-05-01,0.3,"PDO"
"623",1927-06-01,0.69,"PDO"
"742",1927-07-01,-0.31,"PDO"
"861",1927-08-01,-0.73,"PDO"
"980",1927-09-01,-0.41,"PDO"
"1099",1927-10-01,-0.62,"PDO"
"1218",1927-11-01,-0.07,"PDO"
"1337",1927-12-01,0.07,"PDO"
"29",1928-01-01,0.96,"PDO"
"148",1928-02-01,0.79,"PDO"
"267",1928-03-01,0.52,"PDO"
"386",1928-04-01,0.81,"PDO"
"505",1928-05-01,0.66,"PDO"
"624",1928-06-01,0.15,"PDO"
"743",1928-07-01,0.3,"PDO"
"862",1928-08-01,-0.72,"PDO"
"981",1928-09-01,-1.41,"PDO"
"1100",1928-10-01,-1.31,"PDO"
"1219",1928-11-01,0.14,"PDO"
"1338",1928-12-01,0.98,"PDO"
"30",1929-01-01,0.97,"PDO"
"149",1929-02-01,0.52,"PDO"
"268",1929-03-01,0.5,"PDO"
"387",1929-04-01,0.55,"PDO"
"506",1929-05-01,1.07,"PDO"
"625",1929-06-01,0.5,"PDO"
"744",1929-07-01,-0.06,"PDO"
"863",1929-08-01,-0.69,"PDO"
"982",1929-09-01,0.45,"PDO"
"1101",1929-10-01,-0.21,"PDO"
"1220",1929-11-01,1.24,"PDO"
"1339",1929-12-01,-0.03,"PDO"
"31",1930-01-01,0.97,"PDO"
"150",1930-02-01,-1.06,"PDO"
"269",1930-03-01,-0.43,"PDO"
"388",1930-04-01,-0.7,"PDO"
"507",1930-05-01,0.06,"PDO"
"626",1930-06-01,0.58,"PDO"
"745",1930-07-01,-0.45,"PDO"
"864",1930-08-01,-0.53,"PDO"
"983",1930-09-01,-0.2,"PDO"
"1102",1930-10-01,-0.38,"PDO"
"1221",1930-11-01,-0.31,"PDO"
"1340",1930-12-01,1.2,"PDO"
"32",1931-01-01,0.08,"PDO"
"151",1931-02-01,1.56,"PDO"
"270",1931-03-01,1.13,"PDO"
"389",1931-04-01,1.28,"PDO"
"508",1931-05-01,1.66,"PDO"
"627",1931-06-01,0.39,"PDO"
"746",1931-07-01,1.49,"PDO"
"865",1931-08-01,0.02,"PDO"
"984",1931-09-01,-0.01,"PDO"
"1103",1931-10-01,-0.17,"PDO"
"1222",1931-11-01,0.34,"PDO"
"1341",1931-12-01,1.09,"PDO"
"33",1932-01-01,-0.26,"PDO"
"152",1932-02-01,-0.58,"PDO"
"271",1932-03-01,0.51,"PDO"
"390",1932-04-01,1.15,"PDO"
"509",1932-05-01,0.64,"PDO"
"628",1932-06-01,0.1,"PDO"
"747",1932-07-01,-0.12,"PDO"
"866",1932-08-01,-0.14,"PDO"
"985",1932-09-01,-0.4,"PDO"
"1104",1932-10-01,-0.29,"PDO"
"1223",1932-11-01,-0.88,"PDO"
"1342",1932-12-01,0.02,"PDO"
"34",1933-01-01,0.29,"PDO"
"153",1933-02-01,0.02,"PDO"
"272",1933-03-01,0.15,"PDO"
"391",1933-04-01,-0.05,"PDO"
"510",1933-05-01,-0.5,"PDO"
"629",1933-06-01,-0.68,"PDO"
"748",1933-07-01,-1.81,"PDO"
"867",1933-08-01,-1.56,"PDO"
"986",1933-09-01,-2.28,"PDO"
"1105",1933-10-01,-1.19,"PDO"
"1224",1933-11-01,0.55,"PDO"
"1343",1933-12-01,-1.1,"PDO"
"35",1934-01-01,0.17,"PDO"
"154",1934-02-01,0.68,"PDO"
"273",1934-03-01,1.34,"PDO"
"392",1934-04-01,1.63,"PDO"
"511",1934-05-01,1.23,"PDO"
"630",1934-06-01,0.51,"PDO"
"749",1934-07-01,0.44,"PDO"
"868",1934-08-01,1.54,"PDO"
"987",1934-09-01,1.25,"PDO"
"1106",1934-10-01,2.1,"PDO"
"1225",1934-11-01,1.63,"PDO"
"1344",1934-12-01,1.67,"PDO"
"36",1935-01-01,1.01,"PDO"
"155",1935-02-01,0.79,"PDO"
"274",1935-03-01,-0.11,"PDO"
"393",1935-04-01,1.1,"PDO"
"512",1935-05-01,0.99,"PDO"
"631",1935-06-01,1.39,"PDO"
"750",1935-07-01,0.68,"PDO"
"869",1935-08-01,0.63,"PDO"
"988",1935-09-01,0.98,"PDO"
"1107",1935-10-01,0.21,"PDO"
"1226",1935-11-01,0.13,"PDO"
"1345",1935-12-01,1.78,"PDO"
"37",1936-01-01,1.79,"PDO"
"156",1936-02-01,1.75,"PDO"
"275",1936-03-01,1.36,"PDO"
"394",1936-04-01,1.32,"PDO"
"513",1936-05-01,1.83,"PDO"
"632",1936-06-01,2.37,"PDO"
"751",1936-07-01,2.57,"PDO"
"870",1936-08-01,1.71,"PDO"
"989",1936-09-01,0.04,"PDO"
"1108",1936-10-01,2.1,"PDO"
"1227",1936-11-01,2.65,"PDO"
"1346",1936-12-01,1.28,"PDO"
"38",1937-01-01,0,"PDO"
"157",1937-02-01,-0.49,"PDO"
"276",1937-03-01,0.38,"PDO"
"395",1937-04-01,0.2,"PDO"
"514",1937-05-01,0.53,"PDO"
"633",1937-06-01,1.75,"PDO"
"752",1937-07-01,0.11,"PDO"
"871",1937-08-01,-0.35,"PDO"
"990",1937-09-01,0.63,"PDO"
"1109",1937-10-01,0.76,"PDO"
"1228",1937-11-01,-0.18,"PDO"
"1347",1937-12-01,0.55,"PDO"
"39",1938-01-01,0.5,"PDO"
"158",1938-02-01,0.02,"PDO"
"277",1938-03-01,0.24,"PDO"
"396",1938-04-01,0.27,"PDO"
"515",1938-05-01,-0.25,"PDO"
"634",1938-06-01,-0.2,"PDO"
"753",1938-07-01,-0.21,"PDO"
"872",1938-08-01,-0.45,"PDO"
"991",1938-09-01,-0.01,"PDO"
"1110",1938-10-01,0.07,"PDO"
"1229",1938-11-01,0.48,"PDO"
"1348",1938-12-01,1.4,"PDO"
"40",1939-01-01,1.36,"PDO"
"159",1939-02-01,0.07,"PDO"
"278",1939-03-01,-0.39,"PDO"
"397",1939-04-01,0.45,"PDO"
"516",1939-05-01,0.98,"PDO"
"635",1939-06-01,1.04,"PDO"
"754",1939-07-01,-0.21,"PDO"
"873",1939-08-01,-0.74,"PDO"
"992",1939-09-01,-1.1,"PDO"
"1111",1939-10-01,-1.31,"PDO"
"1230",1939-11-01,-0.88,"PDO"
"1349",1939-12-01,1.51,"PDO"
"41",1940-01-01,2.03,"PDO"
"160",1940-02-01,1.74,"PDO"
"279",1940-03-01,1.89,"PDO"
"398",1940-04-01,2.37,"PDO"
"517",1940-05-01,2.32,"PDO"
"636",1940-06-01,2.43,"PDO"
"755",1940-07-01,2.12,"PDO"
"874",1940-08-01,1.4,"PDO"
"993",1940-09-01,1.1,"PDO"
"1112",1940-10-01,1.19,"PDO"
"1231",1940-11-01,0.68,"PDO"
"1350",1940-12-01,1.96,"PDO"
"42",1941-01-01,2.14,"PDO"
"161",1941-02-01,2.07,"PDO"
"280",1941-03-01,2.41,"PDO"
"399",1941-04-01,1.89,"PDO"
"518",1941-05-01,2.25,"PDO"
"637",1941-06-01,3.01,"PDO"
"756",1941-07-01,2.33,"PDO"
"875",1941-08-01,3.31,"PDO"
"994",1941-09-01,1.99,"PDO"
"1113",1941-10-01,1.22,"PDO"
"1232",1941-11-01,0.4,"PDO"
"1351",1941-12-01,0.91,"PDO"
"43",1942-01-01,1.01,"PDO"
"162",1942-02-01,0.79,"PDO"
"281",1942-03-01,0.29,"PDO"
"400",1942-04-01,0.79,"PDO"
"519",1942-05-01,0.84,"PDO"
"638",1942-06-01,1.19,"PDO"
"757",1942-07-01,0.12,"PDO"
"876",1942-08-01,0.44,"PDO"
"995",1942-09-01,0.68,"PDO"
"1114",1942-10-01,0.54,"PDO"
"1233",1942-11-01,-0.1,"PDO"
"1352",1942-12-01,-1,"PDO"
"44",1943-01-01,-0.18,"PDO"
"163",1943-02-01,0.02,"PDO"
"282",1943-03-01,0.26,"PDO"
"401",1943-04-01,1.08,"PDO"
"520",1943-05-01,0.43,"PDO"
"639",1943-06-01,0.68,"PDO"
"758",1943-07-01,-0.36,"PDO"
"877",1943-08-01,-0.9,"PDO"
"996",1943-09-01,-0.49,"PDO"
"1115",1943-10-01,-0.04,"PDO"
"1234",1943-11-01,0.29,"PDO"
"1353",1943-12-01,0.58,"PDO"
"45",1944-01-01,0.18,"PDO"
"164",1944-02-01,0.17,"PDO"
"283",1944-03-01,0.08,"PDO"
"402",1944-04-01,0.72,"PDO"
"521",1944-05-01,-0.35,"PDO"
"640",1944-06-01,-0.98,"PDO"
"759",1944-07-01,-0.4,"PDO"
"878",1944-08-01,-0.51,"PDO"
"997",1944-09-01,-0.56,"PDO"
"1116",1944-10-01,-0.4,"PDO"
"1235",1944-11-01,0.33,"PDO"
"1354",1944-12-01,0.2,"PDO"
"46",1945-01-01,-1.02,"PDO"
"165",1945-02-01,0.72,"PDO"
"284",1945-03-01,-0.42,"PDO"
"403",1945-04-01,-0.4,"PDO"
"522",1945-05-01,-0.07,"PDO"
"641",1945-06-01,0.56,"PDO"
"760",1945-07-01,1.02,"PDO"
"879",1945-08-01,0.18,"PDO"
"998",1945-09-01,-0.27,"PDO"
"1117",1945-10-01,0.1,"PDO"
"1236",1945-11-01,-1.94,"PDO"
"1355",1945-12-01,-0.74,"PDO"
"47",1946-01-01,-0.91,"PDO"
"166",1946-02-01,-0.32,"PDO"
"285",1946-03-01,-0.41,"PDO"
"404",1946-04-01,-0.78,"PDO"
"523",1946-05-01,0.5,"PDO"
"642",1946-06-01,-0.86,"PDO"
"761",1946-07-01,-0.84,"PDO"
"880",1946-08-01,-0.36,"PDO"
"999",1946-09-01,-0.22,"PDO"
"1118",1946-10-01,-0.36,"PDO"
"1237",1946-11-01,-1.48,"PDO"
"1356",1946-12-01,-0.96,"PDO"
"48",1947-01-01,-0.73,"PDO"
"167",1947-02-01,-0.29,"PDO"
"286",1947-03-01,1.17,"PDO"
"405",1947-04-01,0.7,"PDO"
"524",1947-05-01,0.37,"PDO"
"643",1947-06-01,1.36,"PDO"
"762",1947-07-01,0.16,"PDO"
"881",1947-08-01,0.3,"PDO"
"1000",1947-09-01,0.58,"PDO"
"1119",1947-10-01,0.85,"PDO"
"1238",1947-11-01,-0.14,"PDO"
"1357",1947-12-01,1.67,"PDO"
"49",1948-01-01,-0.11,"PDO"
"168",1948-02-01,-0.74,"PDO"
"287",1948-03-01,-0.03,"PDO"
"406",1948-04-01,-1.33,"PDO"
"525",1948-05-01,-0.23,"PDO"
"644",1948-06-01,0.08,"PDO"
"763",1948-07-01,-0.92,"PDO"
"882",1948-08-01,-1.56,"PDO"
"1001",1948-09-01,-1.74,"PDO"
"1120",1948-10-01,-1.32,"PDO"
"1239",1948-11-01,-0.89,"PDO"
"1358",1948-12-01,-1.7,"PDO"
"50",1949-01-01,-2.01,"PDO"
"169",1949-02-01,-3.6,"PDO"
"288",1949-03-01,-1,"PDO"
"407",1949-04-01,-0.53,"PDO"
"526",1949-05-01,-1.07,"PDO"
"645",1949-06-01,-0.7,"PDO"
"764",1949-07-01,-0.56,"PDO"
"883",1949-08-01,-1.3,"PDO"
"1002",1949-09-01,-0.93,"PDO"
"1121",1949-10-01,-1.41,"PDO"
"1240",1949-11-01,-0.83,"PDO"
"1359",1949-12-01,-0.8,"PDO"
"51",1950-01-01,-2.13,"PDO"
"170",1950-02-01,-2.91,"PDO"
"289",1950-03-01,-1.13,"PDO"
"408",1950-04-01,-1.2,"PDO"
"527",1950-05-01,-2.23,"PDO"
"646",1950-06-01,-1.77,"PDO"
"765",1950-07-01,-2.93,"PDO"
"884",1950-08-01,-0.7,"PDO"
"1003",1950-09-01,-2.14,"PDO"
"1122",1950-10-01,-1.36,"PDO"
"1241",1950-11-01,-2.46,"PDO"
"1360",1950-12-01,-0.76,"PDO"
"52",1951-01-01,-1.54,"PDO"
"171",1951-02-01,-1.06,"PDO"
"290",1951-03-01,-1.9,"PDO"
"409",1951-04-01,-0.36,"PDO"
"528",1951-05-01,-0.25,"PDO"
"647",1951-06-01,-1.09,"PDO"
"766",1951-07-01,0.7,"PDO"
"885",1951-08-01,-1.37,"PDO"
"1004",1951-09-01,-0.08,"PDO"
"1123",1951-10-01,-0.32,"PDO"
"1242",1951-11-01,-0.28,"PDO"
"1361",1951-12-01,-1.68,"PDO"
"53",1952-01-01,-2.01,"PDO"
"172",1952-02-01,-0.46,"PDO"
"291",1952-03-01,-0.63,"PDO"
"410",1952-04-01,-1.05,"PDO"
"529",1952-05-01,-1,"PDO"
"648",1952-06-01,-1.43,"PDO"
"767",1952-07-01,-1.25,"PDO"
"886",1952-08-01,-0.6,"PDO"
"1005",1952-09-01,-0.89,"PDO"
"1124",1952-10-01,-0.35,"PDO"
"1243",1952-11-01,-0.76,"PDO"
"1362",1952-12-01,0.04,"PDO"
"54",1953-01-01,-0.57,"PDO"
"173",1953-02-01,-0.07,"PDO"
"292",1953-03-01,-1.12,"PDO"
"411",1953-04-01,0.05,"PDO"
"530",1953-05-01,0.43,"PDO"
